City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,kendari,-3.945,122.4989,87.53,65,97,2.24,ID,1669255239
282,mount isa,-20.7333,139.5,91.17,18,85,9.22,AU,1669255240
283,sulmona,42.0479,13.9291,48.42,77,14,4.7,IT,1669255240
284,mildura,-34.2,142.15,73.08,52,88,8.81,AU,1669255146
285,vardo,70.3705,31.1107,21.18,86,44,21.85,NO,1669255241
286,usinsk,65.9939,57.5281,-1.01,100,93,6.6,RU,1669255241
287,batagay-alyta,67.8006,130.4114,-29.49,98,54,3.09,RU,1669255241
288,lufilufi,-13.8745,-171.5986,81.79,77,20,14.25,WS,1669255241
289,paka,4.6374,103.4368,84.38,77,97,2.04,MY,1669255242
290,nanakuli,21.3906,-158.1547,79.99,64,100,5.75,US,1669255242
291,lillooet,50.6856,-121.942,38.41,94,100,5.37,CA,1669255243
292,takoradi,4.8845,-1.7554,78.73,83,93,7.16,GH,1669255243
293,eureka,40.8021,-124.1637,49.39,92,95,4.72,US,1669255138
294,tambun,-6.2641,107.0712,90.03,74,40,4.61,ID,1669255243
295,nouadhibou,20.931,-17.0347,67.55,75,0,12.62,MR,1669255244
296,ust-nera,64.5667,143.2,-11.6,97,100,2.98,RU,1669255244
297,itarema,-2.9248,-39.9167,78.67,75,35,15.1,BR,1669255245
298,lebu,-37.6167,-73.65,57.13,92,29,15.5,CL,1669255159
299,najran,17.4924,44.1277,54.25,54,0,1.72,SA,1669255091
300,kolondieba,11.0882,-6.8926,71.29,31,12,2.51,ML,1669255246
301,saint george,37.1041,-113.5841,52.25,33,59,1.99,US,1669255143
302,ilulissat,69.2167,-51.1,4.21,81,13,4.9,GL,1669255048
303,zalantun,48.0,122.7167,15.46,62,100,3.4,CN,1669255247
304,puerto leguizamo,-0.1934,-74.7819,71.78,96,65,1.86,CO,1669255248
305,la sarre,48.8002,-79.1996,25.75,96,100,6.89,CA,1669255203
306,uva,56.9908,52.1852,21.63,95,100,9.51,RU,1669255248
307,avrille,47.5,-0.5833,49.77,91,3,14.12,FR,1669255249
308,teguise,29.0605,-13.564,66.42,78,75,9.22,ES,1669255249
309,cabo san lucas,22.8909,-109.9124,75.51,64,59,5.5,MX,1669254920
310,tottori,35.5,134.2333,57.9,72,100,11.34,JP,1669255250
311,sibu,2.3,111.8167,76.64,93,100,3.49,MY,1669255250
312,lorengau,-2.0226,147.2712,86.31,63,97,10.4,PG,1669255250
313,henties bay,-22.116,14.2845,60.48,83,10,6.08,NA,1669255251
314,kazachinskoye,57.6953,93.2761,-9.33,89,100,9.17,RU,1669255251
315,simao,22.7886,100.9748,66.49,57,96,0.43,CN,1669255252
316,palmer,42.1584,-72.3287,37.99,80,5,3.27,US,1669255252
317,svetlyy,54.675,20.1347,26.65,92,100,7.78,RU,1669255252
318,muswellbrook,-32.2667,150.9,78.53,35,0,6.64,AU,1669255247
319,beidao,34.5686,105.8933,45.9,79,99,5.12,CN,1669255253
320,lasa,46.6166,10.7002,29.03,92,28,7.07,IT,1669255253
321,warrnambool,-38.3833,142.4833,57.16,69,89,10.92,AU,1669255254
322,waitati,-45.75,170.5667,55.8,67,61,13.47,NZ,1669255314
323,cabatuan,10.8794,122.486,84.2,75,93,11.1,PH,1669255314
324,iskateley,67.6803,53.1512,17.92,97,79,6.17,RU,1669255315
325,narsaq,60.9167,-46.05,43.02,67,93,11.79,GL,1669255315
326,damghan,36.1683,54.348,46.38,35,100,1.61,IR,1669255316
327,pomarla,48.0667,26.3167,37.27,93,100,4.52,RO,1669255316
328,smithers,54.7804,-127.1743,35.44,99,100,1.9,CA,1669255316
329,esperance,-33.8667,121.9,74.46,57,59,16.67,AU,1669255317
330,barrow,71.2906,-156.7887,8.62,78,100,21.85,US,1669255317
331,carnarvon,-24.8667,113.6333,75.16,54,0,9.19,AU,1669255317
332,sao joao da barra,-21.6403,-41.0511,74.5,88,100,14.67,BR,1669255318
333,ertil,51.8406,40.8056,32.07,93,83,7.05,RU,1669255318
334,srednekolymsk,67.45,153.6833,-25.08,99,100,3.96,RU,1669255318
335,yining,29.0361,114.5636,64.38,67,67,1.43,CN,1669255319
336,venado tuerto,-33.7456,-61.9688,74.77,31,1,2.59,AR,1669255319
337,taunggyi,20.7833,97.0333,65.1,69,74,1.28,MM,1669255319
338,teknaf,20.8624,92.3058,71.11,63,82,6.78,BD,1669255320
339,janakkala,60.9,24.6,20.8,88,100,6.06,FI,1669255320
340,san ramon,37.7799,-121.978,60.85,58,82,2.44,US,1669255268
341,brae,60.3964,-1.353,47.66,87,100,22.3,GB,1669255095
342,kruisfontein,-34.0033,24.7314,62.89,84,79,5.08,ZA,1669255320
343,dauriya,49.9333,116.8667,9.91,87,100,10.6,RU,1669255321
344,belmonte,-15.8631,-38.8828,74.37,88,95,5.57,BR,1669255140
345,ulladulla,-35.35,150.4667,66.69,62,20,9.57,AU,1669255321
346,tiksi,71.6872,128.8694,-27.11,100,100,3.62,RU,1669255321
347,clarksville,36.5298,-87.3595,51.33,47,57,5.08,US,1669255251
348,tanhacu,-14.0214,-41.2481,70.7,82,100,4.92,BR,1669255322
349,arawa,-6.2132,155.5367,83.28,74,100,3.36,PG,1669255322
350,waingapu,-9.6567,120.2641,87.28,62,100,7.23,ID,1669255322
351,hithadhoo,-0.6,73.0833,81.73,74,25,13.49,MV,1669255323
352,prado,-17.3411,-39.2208,74.12,89,100,6.71,BR,1669255233
353,songea,-10.6833,35.65,62.87,95,38,3.6,TZ,1669255324
354,kisiwani,-4.1333,37.95,67.32,95,87,2.37,TZ,1669255324
355,pohrebyshche,49.4864,29.2636,34.72,99,100,12.37,UA,1669255325
356,kasongo-lunda,-6.4667,16.8167,67.44,98,91,0.36,CD,1669255325
357,bhag,29.0415,67.8239,62.94,18,14,2.08,PK,1669255326
358,tessalit,20.1986,1.0114,68.13,16,99,9.48,ML,1669255326
359,mbini,1.574,9.6134,77.38,88,35,2.57,GQ,1669255327
360,primorsk,46.7348,36.3443,45.68,88,100,19.51,UA,1669255327
361,otane,-39.8833,176.6333,62.01,46,84,12.3,NZ,1669255327
362,lompoc,34.6391,-120.4579,63.59,87,59,1.01,US,1669255282
363,santiago del estero,-27.7951,-64.2615,74.89,40,0,7.52,AR,1669255328
364,lere,10.387,8.5726,62.49,23,2,4.81,NG,1669255328
365,cabedelo,-6.9811,-34.8339,78.01,77,80,8.16,BR,1669255329
366,babu,24.4167,111.5167,62.13,96,100,2.84,CN,1669255329
367,alta floresta,-9.8756,-56.0861,70.66,97,100,2.89,BR,1669255330
368,pochutla,15.7432,-96.4661,76.82,85,95,3.51,MX,1669255330
369,pueblo nuevo,23.3833,-105.3833,50.67,91,76,3.22,MX,1669255331
370,half moon bay,37.4636,-122.4286,62.35,68,20,9.22,US,1669255331
371,meiningen,50.5679,10.4152,42.58,94,100,5.41,DE,1669255391
372,katsuura,35.1333,140.3,63.54,58,6,16.06,JP,1669255392
373,aklavik,68.2191,-135.0107,5.45,97,97,5.01,CA,1669255392
374,rurrenabaque,-14.4413,-67.5278,73.9,77,93,2.01,BO,1669255392
375,isla mujeres,21.2311,-86.731,77.16,75,9,8.7,MX,1669255393
376,cacheu,12.2706,-16.1658,71.28,46,85,4.16,GW,1669255393
377,soe,-9.8607,124.284,81.23,57,100,1.74,ID,1669255393
378,jumla,29.2747,82.1838,44.24,24,0,4.65,NP,1669255394
379,ca mau,9.1769,105.15,83.61,77,100,9.91,VN,1669255394
380,guerrero negro,27.9769,-114.0611,62.71,67,0,10.63,MX,1669255394
381,touros,-5.1989,-35.4608,78.15,75,10,11.23,BR,1669255395
382,arlit,18.7369,7.3853,66.63,15,99,5.82,NE,1669255395
383,coro,11.4045,-69.6734,77.4,86,35,9.17,VE,1669255395
384,tsumeb,-19.2333,17.7167,69.8,73,100,4.23,NA,1669255396
385,jogindarnagar,31.9833,76.7667,56.68,22,5,7.47,IN,1669255396
386,saint anthony,45.0205,-93.218,40.6,80,100,5.75,US,1669255247
387,haftoni,38.7632,48.7622,55.13,87,5,3.67,AZ,1669255397
388,derzhavinsk,51.1,66.3167,21.36,91,100,12.8,KZ,1669255397
389,norden,53.6,7.2,45.0,97,89,1.01,DE,1669255398
390,mikun,62.3547,50.0771,3.83,96,27,5.14,RU,1669255398
391,emilio carranza,19.9711,-96.6114,71.33,87,99,4.41,MX,1669255399
392,praia da vitoria,38.7333,-27.0667,58.75,92,63,16.55,PT,1669255399
393,fuling,29.7022,107.3919,62.78,80,92,1.1,CN,1669255399
394,fereydun kenar,36.6864,52.5225,60.13,84,59,3.47,IR,1669255400
395,drayton valley,53.2168,-114.9854,29.95,87,100,5.37,CA,1669255205
396,nanning,22.8167,108.3167,66.72,93,100,3.87,CN,1669255207
397,nortelandia,-14.4547,-56.8028,75.18,75,100,1.97,BR,1669255400
398,safford,32.834,-109.7076,59.11,28,0,10.36,US,1669255401
399,celestun,20.8667,-90.4,78.21,82,99,6.33,MX,1669255401
400,petropavlovsk-kamchatskiy,53.0452,158.6483,32.59,51,75,8.95,RU,1669255402
401,bathsheba,13.2167,-59.5167,79.11,82,100,19.24,BB,1669255403
402,anzio,41.4853,12.6179,57.0,82,13,7.72,IT,1669255403
403,atar,20.5169,-13.0499,66.13,14,0,7.9,MR,1669255403
404,angoche,-16.2325,39.9086,77.63,81,4,7.56,MZ,1669255404
405,cayenne,4.9333,-52.3333,75.24,94,40,0.0,GF,1669255206
406,altamont,42.2068,-121.7372,38.79,81,54,1.59,US,1669255220
407,tuatapere,-46.1333,167.6833,52.79,73,70,16.08,NZ,1669255404
408,johnson city,36.3134,-82.3535,53.37,61,0,0.0,US,1669255188
409,ilebo,-4.3167,20.5833,68.22,95,86,1.48,CD,1669255405
410,hot springs,34.5037,-93.0552,52.2,87,100,4.61,US,1669254773
411,flinders,-34.5833,150.8552,76.17,57,0,4.0,AU,1669255405
412,butaritari,3.0707,172.7902,80.83,70,12,4.09,KI,1669255406
413,cockburn town,21.4612,-71.1419,81.61,77,16,18.19,TC,1669255406
414,columbus,39.9612,-82.9988,41.99,64,0,0.0,US,1669254931
415,lulea,65.5842,22.1547,24.87,100,100,3.44,SE,1669255407
416,san quintin,30.4833,-115.95,60.03,66,0,7.81,MX,1669255407
417,kupang,-10.1667,123.5833,88.38,66,20,4.61,ID,1669255468
418,biharamulo,-2.6319,31.3089,59.81,95,76,0.67,TZ,1669255468
419,sahuaripa,29.05,-109.2333,58.95,31,8,4.12,MX,1669255232
420,ust-tsilma,65.441,52.1498,-3.17,100,96,2.37,RU,1669255469
421,rosendal,59.9867,6.0135,38.91,67,22,14.23,NO,1669255469
422,asfi,32.2994,-9.2372,62.85,82,0,10.07,MA,1669255469
423,husavik,66.0449,-17.3389,39.4,98,100,9.08,IS,1669255470
424,agucadoura,41.4318,-8.7804,57.76,83,100,10.65,PT,1669255470
425,uruguaiana,-29.7547,-57.0883,63.66,45,0,6.53,BR,1669255363
426,solyanka,46.3889,48.0176,37.35,87,0,6.71,RU,1669255470
427,buchanan,5.8808,-10.0467,77.59,86,100,5.41,LR,1669255470
428,novoagansk,61.9449,76.6625,2.48,96,99,6.58,RU,1669255471
429,punta de bombon,-17.1717,-71.7931,67.51,84,100,5.37,PE,1669255471
430,suntar,62.1444,117.6319,-31.38,99,82,0.85,RU,1669255471
431,sao jose da coroa grande,-8.8978,-35.1478,76.19,79,60,5.37,BR,1669255472
432,zakamensk,50.3741,103.2863,14.59,93,100,1.34,RU,1669255472
433,glendive,47.1053,-104.7125,36.75,94,100,20.71,US,1669255231
434,dhidhdhoo,6.8833,73.1,81.21,67,100,14.0,MV,1669255472
435,esil,51.9556,66.4042,18.37,87,100,13.85,KZ,1669255473
436,sorland,67.667,12.6934,39.06,58,100,16.2,NO,1669255473
437,beloha,-25.1667,45.05,71.49,80,1,8.66,MG,1669255473
438,swan hill,-35.3378,143.5544,71.53,40,2,8.32,AU,1669255306
439,bajil,15.0584,43.2851,76.06,74,0,2.24,YE,1669255474
440,chumikan,54.7183,135.315,6.46,73,3,21.05,RU,1669255474
441,jinchang,38.4953,102.1739,41.43,25,3,3.85,CN,1669255474
442,alenquer,-1.9417,-54.7383,78.24,79,91,1.97,BR,1669255301
443,grindavik,63.8424,-22.4338,41.47,70,0,28.77,IS,1669255475
444,middelkerke,51.1558,2.8418,47.44,91,75,13.8,BE,1669255475
445,falkenberg,56.9055,12.4912,41.14,91,99,15.68,SE,1669255476
446,minbu,20.1833,94.8833,76.23,61,72,7.27,MM,1669255476
447,hobyo,5.3505,48.5268,78.22,74,3,9.35,SO,1669255477
448,naze,28.3667,129.4833,68.31,62,59,8.93,JP,1669255477
449,halifax,44.6453,-63.5724,31.44,64,41,10.0,CA,1669255337
450,kutum,14.2,24.6667,61.81,33,9,7.23,SD,1669255478
451,falam,22.9167,93.6833,61.63,66,1,1.39,MM,1669255478
452,cheremukhovo,60.3484,59.9851,-7.49,99,6,1.63,RU,1669255478
453,lavrentiya,65.5833,-171.0,15.37,78,100,7.43,RU,1669255479
454,japura,-0.3167,102.35,84.16,65,95,2.8,ID,1669255479
455,urengoy,65.9667,78.3667,-31.16,98,16,5.75,RU,1669255479
456,port augusta,-32.5,137.7667,80.33,24,77,3.36,AU,1669255407
457,roald,62.5833,6.1333,45.52,53,100,17.27,NO,1669255480
458,pevek,69.7008,170.3133,-25.42,96,100,1.01,RU,1669255480
459,sesheke,-17.4759,24.2968,70.45,72,100,4.32,ZM,1669255480
460,faya,18.3851,42.4509,48.72,71,0,2.51,SA,1669255481
461,pangnirtung,66.1451,-65.7125,-1.71,65,10,6.13,CA,1669255481
462,sobolevo,54.4299,31.8996,20.88,98,94,2.37,RU,1669255541
463,port hardy,50.6996,-127.4199,47.39,83,100,28.5,CA,1669255542
464,natal,-5.795,-35.2094,79.45,78,20,11.5,BR,1669255542
465,vanavara,60.34,102.2797,-5.98,97,100,6.55,RU,1669255280
466,olavarria,-36.8927,-60.3225,61.99,57,0,8.39,AR,1669255542
467,payo,-3.7508,103.6372,82.18,70,99,1.05,ID,1669255542
468,bucak,37.4592,30.595,48.72,94,100,2.48,TR,1669255543
469,rocha,-34.4833,-54.3333,60.96,56,2,8.52,UY,1669255543
470,kiama,-34.6833,150.8667,76.37,60,0,3.0,AU,1669255543
471,bonavista,48.6499,-53.1147,29.88,86,99,23.13,CA,1669255544
472,bitung,1.4451,125.1824,88.65,68,69,6.15,ID,1669255544
473,paita,-5.0892,-81.1144,64.72,87,4,8.63,PE,1669255544
474,kagadi,0.9606,30.7967,60.35,98,82,2.06,UG,1669255545
475,miles city,46.4083,-105.8406,34.77,93,100,13.8,US,1669255545
476,riyadh,24.6877,46.7219,57.34,31,100,4.99,SA,1669255512
477,muroto,33.2833,134.15,63.9,59,100,4.97,JP,1669255545
478,lakes entrance,-37.8811,147.981,71.17,61,15,12.06,AU,1669255545
479,price,39.5994,-110.8107,30.72,64,0,10.8,US,1669255355
480,san juan del sur,11.2529,-85.8705,78.49,82,96,13.58,NI,1669255546
481,kristiansund,63.1115,7.732,41.65,42,10,8.05,NO,1669255546
482,oistins,13.0667,-59.5333,79.02,81,100,19.64,BB,1669255372
483,jijiga,9.35,42.8,57.36,62,2,1.21,ET,1669255547
484,palma di montechiaro,37.1926,13.765,57.31,91,6,10.36,IT,1669255547
485,itoman,26.1247,127.6694,73.42,86,75,12.66,JP,1669255547
486,te anau,-45.4167,167.7167,54.12,60,72,6.71,NZ,1669255547
487,parnamirim,-5.9156,-35.2628,79.14,80,12,5.93,BR,1669255548
488,qandala,11.472,49.8728,74.95,78,0,2.33,SO,1669255548
489,dudinka,69.4058,86.1778,-40.79,100,50,4.09,RU,1669255548
490,shelburne,44.0787,-80.2041,32.76,79,7,4.47,CA,1669255549
491,kholodnyy,62.7167,147.95,-8.43,94,100,3.11,RU,1669255549
492,port keats,-14.25,129.55,85.1,57,100,0.65,AU,1669255549
493,thunder bay,48.4001,-89.3168,27.81,96,90,3.09,CA,1669255543
494,staraya russa,57.9944,31.3608,24.57,95,89,4.68,RU,1669255550
495,sitka,57.0531,-135.33,48.09,81,100,18.41,US,1669255550
496,usevya,-7.1,31.2333,66.79,92,99,1.7,TZ,1669255550
497,san andres,12.5847,-81.7006,82.08,78,86,12.53,CO,1669255318
498,salinopolis,-0.6136,-47.3561,80.31,81,12,11.79,BR,1669255551
499,carbonear,47.7332,-53.2148,34.61,81,13,20.54,CA,1669255551
500,damietta,31.4165,31.8133,65.43,68,38,10.51,EG,1669255551
501,shirokiy,49.758,129.523,5.32,87,12,3.29,RU,1669255552
502,bintulu,3.1667,113.0333,73.63,94,100,7.47,MY,1669255552
503,vagur,61.4732,-6.8119,47.14,88,100,19.08,FO,1669255552
504,udachnyy,66.4167,112.4,-20.56,74,100,3.6,RU,1669255478
505,albina,5.5,-54.05,73.44,98,98,2.26,SR,1669255613
506,kieta,-6.2167,155.6333,83.03,72,100,3.67,PG,1669255613
507,zhuhai,22.2769,113.5678,73.18,94,40,17.27,CN,1669255613
508,miri,4.4148,114.0089,77.86,84,100,10.65,MY,1669255614
509,karaman,37.0833,33.25,45.52,81,100,13.91,TR,1669255614
510,bereda,43.2686,-7.5406,50.58,93,57,5.64,ES,1669255614
511,fengrun,39.8333,118.1167,48.31,73,95,4.76,CN,1669255615
512,kango,0.1943,10.0951,73.85,97,73,1.28,GA,1669255615
513,ushtobe,45.2514,77.9838,34.47,94,100,11.83,KZ,1669255615
514,niltepec,16.5667,-94.6167,75.42,81,87,7.76,MX,1669255616
515,tibati,6.4667,12.6333,64.96,30,11,2.44,CM,1669255616
516,nantucket,41.2835,-70.0995,46.15,65,0,9.22,US,1669255424
517,nishihara,26.1842,127.7558,72.68,89,75,12.66,JP,1669255617
518,mchinji,-13.7984,32.8802,63.21,89,68,1.79,MW,1669255617
519,magaria,12.9983,8.9099,65.66,19,0,9.71,NE,1669255617
520,cotui,19.0527,-70.1494,75.7,96,2,0.72,DO,1669255617
521,muhos,64.808,25.9931,24.58,95,41,5.5,FI,1669255618
522,pedra azul,-16.0053,-41.2972,65.35,98,100,3.04,BR,1669255618
523,bambamarca,-6.6833,-78.5333,51.1,84,25,2.66,PE,1669255618
524,mozarlandia,-14.7447,-50.5706,72.81,86,83,2.95,BR,1669255619
525,odweyne,9.4092,45.064,63.66,55,0,2.89,SO,1669255619
526,kosmynino,57.5818,40.7643,20.68,92,100,9.57,RU,1669255619
527,nalut,30.3333,10.85,55.45,48,0,8.41,LY,1669255619
528,scottsboro,34.6723,-86.0341,56.12,62,100,0.0,US,1669255543
529,porto nacional,-10.7081,-48.4172,78.8,90,58,1.66,BR,1669255620
530,lata,40.1629,-8.3327,57.07,91,100,4.34,PT,1669255620
531,dabakala,8.3667,-4.4333,75.85,64,100,2.86,CI,1669255620
532,tocopilla,-22.092,-70.1979,68.11,57,69,2.64,CL,1669255621
533,craigieburn,-37.6,144.95,64.98,73,75,5.75,AU,1669255621
534,podosinovets,60.2776,47.0659,14.45,88,92,8.72,RU,1669255621
535,luganville,-15.5333,167.1667,85.91,68,98,6.76,VU,1669255621
536,hovd,48.0056,91.6419,12.38,65,1,2.62,MN,1669255622
537,pontes e lacerda,-15.2261,-59.3353,73.31,80,32,2.73,BR,1669255622
538,mossendjo,-2.9506,12.7261,68.13,99,100,1.23,CG,1669255622
539,rudnogorsk,57.2639,103.7519,-0.26,82,100,9.46,RU,1669255623
540,pachino,36.7186,15.0907,62.82,84,5,14.94,IT,1669255623
541,kerrville,30.0474,-99.1403,56.55,98,100,5.75,US,1669255557
542,fredericksburg,38.3032,-77.4605,47.55,53,0,3.44,US,1669255624
543,bogovarovo,58.9785,47.0246,18.57,90,100,9.55,RU,1669255624
544,sylacauga,33.1732,-86.2516,56.64,66,100,0.0,US,1669255624
545,mayo,38.8876,-76.5119,49.71,73,0,0.0,US,1669255625
546,samarai,-10.6167,150.6667,86.07,67,0,13.6,PG,1669255625
547,kokkola,63.8385,23.1307,22.93,92,100,3.44,FI,1669255625
548,dalvik,65.9702,-18.5286,36.7,98,100,2.57,IS,1669255626
549,bambanglipuro,-7.95,110.2833,78.55,84,100,2.53,ID,1669255626
550,inta,66.0317,60.1659,0.09,97,88,8.5,RU,1669255626
551,slave lake,55.2834,-114.769,34.59,76,100,5.03,CA,1669255627
552,ambilobe,-13.2,49.05,72.0,83,2,3.38,MG,1669255627
553,sinnamary,5.3833,-52.95,78.31,86,96,8.12,GF,1669255687
554,shingu,33.7333,135.9833,62.06,52,100,7.65,JP,1669255688
555,huaicheng,23.9051,112.1931,64.63,98,100,2.66,CN,1669255688
556,achacachi,-16.05,-68.6833,42.84,78,89,1.3,BO,1669255688
557,tommot,58.9564,126.2925,-8.01,99,89,2.51,RU,1669255689
558,marawi,7.9986,124.2928,80.67,65,66,3.31,PH,1669255689
559,broome,42.2506,-75.833,36.54,75,37,1.99,US,1669255690
560,thinadhoo,0.5333,72.9333,81.77,73,100,13.58,MV,1669255690
561,gwadar,25.1216,62.3254,74.26,27,69,4.12,PK,1669255690
562,saint-francois,46.4154,3.9054,44.04,81,100,5.75,FR,1669255691
